time	V(vo)
8.012639066653469e-003	-4.480201e-002
8.016497304120860e-003	-1.681076e-002
8.021401942602150e-003	1.515879e-002
8.030839313675701e-003	6.871510e-002
8.040604938675701e-003	1.154686e-001
8.050370563675701e-003	1.538215e-001
8.060136188675701e-003	1.853208e-001
8.069901813675701e-003	2.113287e-001
8.079667438675700e-003	2.329434e-001
8.089433063675700e-003	2.510388e-001
8.099198688675700e-003	2.663064e-001
8.108964313675700e-003	2.792910e-001
8.118729938675700e-003	2.904211e-001
8.128495563675699e-003	3.000325e-001
8.138261188675699e-003	3.083875e-001
8.148026813675699e-003	3.156914e-001
