Freq.	V(outder)/V(VIN)
1.41253754462274e+004	(2.68853578968718e+001dB,-9.00661904400328e+001°)
1.44543977074591e+004	(2.70953645870794e+001dB,-9.00677360089153e+001°)
1.47910838816819e+004	(2.73058552494864e+001dB,-9.00693178597834e+001°)
1.51356124843619e+004	(2.75168539194044e+001dB,-9.00709368590666e+001°)
1.54881661891247e+004	(2.77283858882199e+001dB,-9.00725938950552e+001°)
1.58489319246110e+004	(2.79404777752610e+001dB,-9.00742898785501e+001°)
1.62181009735891e+004	(2.81531576043918e+001dB,-9.00760257435402e+001°)
1.65958690743755e+004	(2.83664548857101e+001dB,-9.00778024479092e+001°)
1.69824365246173e+004	(2.85804007027504e+001dB,-9.00796209741754e+001°)
1.73780082874936e+004	(2.87950278056423e+001dB,-9.00814823302645e+001°)
1.77827941003891e+004	(2.90103707107080e+001dB,-9.00833875503199e+001°)
1.81970085860997e+004	(2.92264658070399e+001dB,-9.00853376955530e+001°)
1.86208713666285e+004	(2.94433514706447e+001dB,-9.00873338551355e+001°)
1.90546071796323e+004	(2.96610681868074e+001dB,-9.00893771471391e+001°)
1.94984459975803e+004	(2.98796586813891e+001dB,-9.00914687195247e+001°)
1.99526231496886e+004	(3.00991680618524e+001dB,-9.00936097511863e+001°)
2.04173794466951e+004	(3.03196439688905e+001dB,-9.00958014530549e+001°)
2.08929613085402e+004	(3.05411367396293e+001dB,-9.00980450692667e+001°)
2.13796208950221e+004	(3.07636995834814e+001dB,-9.01003418784023e+001°)
2.18776162394953e+004	(3.09873887718473e+001dB,-9.01026931948044e+001°)
2.23872113856832e+004	(3.12122638429991e+001dB,-9.01051003699797e+001°)
2.29086765276775e+004	(3.14383878236314e+001dB,-9.01075647940962e+001°)
2.34422881531990e+004	(3.16658274687416e+001dB,-9.01100878975837e+001°)
2.39883291901947e+004	(3.18946535216980e+001dB,-9.01126711528497e+001°)
2.45470891568501e+004	(3.21249409965816e+001dB,-9.01153160761226e+001°)
2.51188643150956e+004	(3.23567694851428e+001dB,-9.01180242294374e+001°)
2.57039578276884e+004	(3.25902234910116e+001dB,-9.01207972227798e+001°)
2.63026799189536e+004	(3.28253927941356e+001dB,-9.01236367164076e+001°)
2.69153480392689e+004	(3.30623728488098e+001dB,-9.01265444233710e+001°)
2.75422870333814e+004	(3.33012652191091e+001dB,-9.01295221122566e+001°)
2.81838293126443e+004	(3.35421780560525e+001dB,-9.01325716101844e+001°)
2.88403150312658e+004	(3.37852266214247e+001dB,-9.01356948060895e+001°)
2.95120922666636e+004	(3.40305338638783e+001dB,-9.01388936543293e+001°)
3.01995172040199e+004	(3.42782310537480e+001dB,-9.01421701786589e+001°)
3.09029543251356e+004	(3.45284584839557e+001dB,-9.01455264766287e+001°)
3.16227766016835e+004	(3.47813662454921e+001dB,-9.01489647244651e+001°)
